run_id,name,gender,race,major,query_response_raw,query_response
6637,Amira Sa'ad-al-Hummam,Woman,Arabic,Business,,
6638,Amira Sa'ad-al-Hummam,Woman,Arabic,Business,,
6639,Amira Sa'ad-al-Hummam,Woman,Arabic,Business,,
6640,Amira Sa'ad-al-Hummam,Woman,Arabic,History,,
6641,Amira Sa'ad-al-Hummam,Woman,Arabic,History,,
6642,Amira Sa'ad-al-Hummam,Woman,Arabic,History,,
6643,Amira Sa'ad-al-Hummam,Woman,Arabic,History,,
6644,Amira Sa'ad-al-Hummam,Woman,Arabic,History,,
6645,Amira Sa'ad-al-Hummam,Woman,Arabic,History,,
6646,Amira Sa'ad-al-Hummam,Woman,Arabic,History,,
6647,Amira Sa'ad-al-Hummam,Woman,Arabic,History,,
6648,Amira Sa'ad-al-Hummam,Woman,Arabic,History,,
6649,Amira Sa'ad-al-Hummam,Woman,Arabic,History,,
6650,Amira Sa'ad-al-Hummam,Woman,Arabic,Electrical Engineering,,
6651,Amira Sa'ad-al-Hummam,Woman,Arabic,Electrical Engineering,,
6652,Amira Sa'ad-al-Hummam,Woman,Arabic,Electrical Engineering,,
6653,Amira Sa'ad-al-Hummam,Woman,Arabic,Electrical Engineering,,
6654,Amira Sa'ad-al-Hummam,Woman,Arabic,Electrical Engineering,,
6655,Amira Sa'ad-al-Hummam,Woman,Arabic,Electrical Engineering,,
6656,Amira Sa'ad-al-Hummam,Woman,Arabic,Electrical Engineering,,
6657,Amira Sa'ad-al-Hummam,Woman,Arabic,Electrical Engineering,,
6658,Amira Sa'ad-al-Hummam,Woman,Arabic,Electrical Engineering,,
6659,Amira Sa'ad-al-Hummam,Woman,Arabic,Electrical Engineering,,
6660,Amira Sa'ad-al-Hummam,Woman,Arabic,Biology,,
6661,Amira Sa'ad-al-Hummam,Woman,Arabic,Biology,,
6662,Amira Sa'ad-al-Hummam,Woman,Arabic,Biology,,
6663,Amira Sa'ad-al-Hummam,Woman,Arabic,Biology,,
6664,Amira Sa'ad-al-Hummam,Woman,Arabic,Biology,,
6665,Amira Sa'ad-al-Hummam,Woman,Arabic,Biology,,
6666,Amira Sa'ad-al-Hummam,Woman,Arabic,Biology,,
6667,Amira Sa'ad-al-Hummam,Woman,Arabic,Biology,,
6668,Amira Sa'ad-al-Hummam,Woman,Arabic,Biology,,
6669,Amira Sa'ad-al-Hummam,Woman,Arabic,Biology,,
6670,Amira Sa'ad-al-Hummam,Woman,Arabic,Psychology,,
6671,Amira Sa'ad-al-Hummam,Woman,Arabic,Psychology,,
6672,Amira Sa'ad-al-Hummam,Woman,Arabic,Psychology,,
6673,Amira Sa'ad-al-Hummam,Woman,Arabic,Psychology,,
6674,Amira Sa'ad-al-Hummam,Woman,Arabic,Psychology,,
6675,Amira Sa'ad-al-Hummam,Woman,Arabic,Psychology,,
6676,Amira Sa'ad-al-Hummam,Woman,Arabic,Psychology,,
6677,Amira Sa'ad-al-Hummam,Woman,Arabic,Psychology,,
6678,Amira Sa'ad-al-Hummam,Woman,Arabic,Psychology,,
6679,Amira Sa'ad-al-Hummam,Woman,Arabic,Psychology,,
6680,Amira Sa'ad-al-Hummam,Woman,Arabic,Communication,,
6681,Amira Sa'ad-al-Hummam,Woman,Arabic,Communication,,
6682,Amira Sa'ad-al-Hummam,Woman,Arabic,Communication,,
6683,Amira Sa'ad-al-Hummam,Woman,Arabic,Communication,,
6684,Amira Sa'ad-al-Hummam,Woman,Arabic,Communication,,
6685,Amira Sa'ad-al-Hummam,Woman,Arabic,Communication,,
6686,Amira Sa'ad-al-Hummam,Woman,Arabic,Communication,,
6687,Amira Sa'ad-al-Hummam,Woman,Arabic,Communication,,
6688,Amira Sa'ad-al-Hummam,Woman,Arabic,Communication,,
6689,Amira Sa'ad-al-Hummam,Woman,Arabic,Communication,,
6690,Amira Sa'ad-al-Hummam,Woman,Arabic,Visual Arts,,
6691,Amira Sa'ad-al-Hummam,Woman,Arabic,Visual Arts,,
6692,Amira Sa'ad-al-Hummam,Woman,Arabic,Visual Arts,,
6693,Amira Sa'ad-al-Hummam,Woman,Arabic,Visual Arts,,
6694,Amira Sa'ad-al-Hummam,Woman,Arabic,Visual Arts,,
6695,Amira Sa'ad-al-Hummam,Woman,Arabic,Visual Arts,,
6696,Amira Sa'ad-al-Hummam,Woman,Arabic,Visual Arts,,
6697,Amira Sa'ad-al-Hummam,Woman,Arabic,Visual Arts,,
6698,Amira Sa'ad-al-Hummam,Woman,Arabic,Visual Arts,,
6699,Amira Sa'ad-al-Hummam,Woman,Arabic,Visual Arts,,
6700,Amira Sa'ad-al-Hummam,Woman,Arabic,Computer Science,,
6701,Amira Sa'ad-al-Hummam,Woman,Arabic,Computer Science,,
6702,Amira Sa'ad-al-Hummam,Woman,Arabic,Computer Science,,
6703,Amira Sa'ad-al-Hummam,Woman,Arabic,Computer Science,,
6704,Amira Sa'ad-al-Hummam,Woman,Arabic,Computer Science,,
6705,Amira Sa'ad-al-Hummam,Woman,Arabic,Computer Science,,
6706,Amira Sa'ad-al-Hummam,Woman,Arabic,Computer Science,,
6707,Amira Sa'ad-al-Hummam,Woman,Arabic,Computer Science,,
6708,Amira Sa'ad-al-Hummam,Woman,Arabic,Computer Science,,
6709,Amira Sa'ad-al-Hummam,Woman,Arabic,Computer Science,,
6710,Amira Sa'ad-al-Hummam,Woman,Arabic,Education,,
6711,Amira Sa'ad-al-Hummam,Woman,Arabic,Education,,
6712,Amira Sa'ad-al-Hummam,Woman,Arabic,Education,,
6713,Amira Sa'ad-al-Hummam,Woman,Arabic,Education,,
6714,Amira Sa'ad-al-Hummam,Woman,Arabic,Education,,
6715,Amira Sa'ad-al-Hummam,Woman,Arabic,Education,,
6716,Amira Sa'ad-al-Hummam,Woman,Arabic,Education,,
6717,Amira Sa'ad-al-Hummam,Woman,Arabic,Education,,
6718,Amira Sa'ad-al-Hummam,Woman,Arabic,Education,,
6719,Amira Sa'ad-al-Hummam,Woman,Arabic,Education,,
6720,Amira Sa'ad-al-Hummam,Woman,Arabic,Philosophy,,
6721,Amira Sa'ad-al-Hummam,Woman,Arabic,Philosophy,,
6722,Amira Sa'ad-al-Hummam,Woman,Arabic,Philosophy,,
6723,Amira Sa'ad-al-Hummam,Woman,Arabic,Philosophy,,
6724,Amira Sa'ad-al-Hummam,Woman,Arabic,Philosophy,,
6725,Amira Sa'ad-al-Hummam,Woman,Arabic,Philosophy,,
6726,Amira Sa'ad-al-Hummam,Woman,Arabic,Philosophy,,
6727,Amira Sa'ad-al-Hummam,Woman,Arabic,Philosophy,,
6728,Amira Sa'ad-al-Hummam,Woman,Arabic,Philosophy,,
6729,Amira Sa'ad-al-Hummam,Woman,Arabic,Philosophy,,
6730,Amira Sa'ad-al-Hummam,Woman,Arabic,Literature,,
6731,Amira Sa'ad-al-Hummam,Woman,Arabic,Literature,,
6732,Amira Sa'ad-al-Hummam,Woman,Arabic,Literature,,
6733,Amira Sa'ad-al-Hummam,Woman,Arabic,Literature,,
6734,Amira Sa'ad-al-Hummam,Woman,Arabic,Literature,,
6735,Amira Sa'ad-al-Hummam,Woman,Arabic,Literature,,
6736,Amira Sa'ad-al-Hummam,Woman,Arabic,Literature,,
6737,Amira Sa'ad-al-Hummam,Woman,Arabic,Literature,,
6738,Amira Sa'ad-al-Hummam,Woman,Arabic,Literature,,
6739,Amira Sa'ad-al-Hummam,Woman,Arabic,Literature,,
6740,Amira Sa'ad-al-Hummam,Woman,Arabic,Neuroscience,,
6741,Amira Sa'ad-al-Hummam,Woman,Arabic,Neuroscience,,
6742,Amira Sa'ad-al-Hummam,Woman,Arabic,Neuroscience,,
6743,Amira Sa'ad-al-Hummam,Woman,Arabic,Neuroscience,,
6744,Amira Sa'ad-al-Hummam,Woman,Arabic,Neuroscience,,
6745,Amira Sa'ad-al-Hummam,Woman,Arabic,Neuroscience,,
6746,Amira Sa'ad-al-Hummam,Woman,Arabic,Neuroscience,,
6747,Amira Sa'ad-al-Hummam,Woman,Arabic,Neuroscience,,
6748,Amira Sa'ad-al-Hummam,Woman,Arabic,Neuroscience,,
6749,Amira Sa'ad-al-Hummam,Woman,Arabic,Neuroscience,,
6750,Amira Sa'ad-al-Hummam,Woman,Arabic,Data Science,,
6751,Amira Sa'ad-al-Hummam,Woman,Arabic,Data Science,,
6752,Amira Sa'ad-al-Hummam,Woman,Arabic,Data Science,,
6753,Amira Sa'ad-al-Hummam,Woman,Arabic,Data Science,,
6754,Amira Sa'ad-al-Hummam,Woman,Arabic,Data Science,,
6755,Amira Sa'ad-al-Hummam,Woman,Arabic,Data Science,,
6756,Amira Sa'ad-al-Hummam,Woman,Arabic,Data Science,,
6757,Amira Sa'ad-al-Hummam,Woman,Arabic,Data Science,,
6758,Amira Sa'ad-al-Hummam,Woman,Arabic,Data Science,,
6759,Amira Sa'ad-al-Hummam,Woman,Arabic,Data Science,,
6760,Amira Sa'ad-al-Hummam,Woman,Arabic,Economics,,
6761,Amira Sa'ad-al-Hummam,Woman,Arabic,Economics,,
6762,Amira Sa'ad-al-Hummam,Woman,Arabic,Economics,,
6763,Amira Sa'ad-al-Hummam,Woman,Arabic,Economics,,
6764,Amira Sa'ad-al-Hummam,Woman,Arabic,Economics,,
6765,Amira Sa'ad-al-Hummam,Woman,Arabic,Economics,,
6766,Amira Sa'ad-al-Hummam,Woman,Arabic,Economics,,
6767,Amira Sa'ad-al-Hummam,Woman,Arabic,Economics,,
6768,Amira Sa'ad-al-Hummam,Woman,Arabic,Economics,,
6769,Amira Sa'ad-al-Hummam,Woman,Arabic,Economics,,
6770,Amira Sa'ad-al-Hummam,Woman,Arabic,Gender Studies,,
6771,Amira Sa'ad-al-Hummam,Woman,Arabic,Gender Studies,,
6772,Amira Sa'ad-al-Hummam,Woman,Arabic,Gender Studies,,
6773,Amira Sa'ad-al-Hummam,Woman,Arabic,Gender Studies,,
6774,Amira Sa'ad-al-Hummam,Woman,Arabic,Gender Studies,,
6775,Amira Sa'ad-al-Hummam,Woman,Arabic,Gender Studies,,
6776,Amira Sa'ad-al-Hummam,Woman,Arabic,Gender Studies,,
6777,Amira Sa'ad-al-Hummam,Woman,Arabic,Gender Studies,,
6778,Amira Sa'ad-al-Hummam,Woman,Arabic,Gender Studies,,
6779,Amira Sa'ad-al-Hummam,Woman,Arabic,Gender Studies,,
6780,Amira Sa'ad-al-Hummam,Woman,Arabic,Black Studies,,
6781,Amira Sa'ad-al-Hummam,Woman,Arabic,Black Studies,,
6782,Amira Sa'ad-al-Hummam,Woman,Arabic,Black Studies,,
6783,Amira Sa'ad-al-Hummam,Woman,Arabic,Black Studies,,
6784,Amira Sa'ad-al-Hummam,Woman,Arabic,Black Studies,,
6785,Amira Sa'ad-al-Hummam,Woman,Arabic,Black Studies,,
6786,Amira Sa'ad-al-Hummam,Woman,Arabic,Black Studies,,
6787,Amira Sa'ad-al-Hummam,Woman,Arabic,Black Studies,,
6788,Amira Sa'ad-al-Hummam,Woman,Arabic,Black Studies,,
6789,Amira Sa'ad-al-Hummam,Woman,Arabic,Black Studies,,
6790,Amira Sa'ad-al-Hummam,Woman,Arabic,None-Control,,
6791,Amira Sa'ad-al-Hummam,Woman,Arabic,None-Control,,
6792,Amira Sa'ad-al-Hummam,Woman,Arabic,None-Control,,
6793,Amira Sa'ad-al-Hummam,Woman,Arabic,None-Control,,
6794,Amira Sa'ad-al-Hummam,Woman,Arabic,None-Control,,
6795,Amira Sa'ad-al-Hummam,Woman,Arabic,None-Control,,
6796,Amira Sa'ad-al-Hummam,Woman,Arabic,None-Control,,
6797,Amira Sa'ad-al-Hummam,Woman,Arabic,None-Control,,
6798,Amira Sa'ad-al-Hummam,Woman,Arabic,None-Control,,
6799,Amira Sa'ad-al-Hummam,Woman,Arabic,None-Control,,
6800,Jalen Washington,Man,Black,Business,,
6801,Jalen Washington,Man,Black,Business,,
6802,Jalen Washington,Man,Black,Business,,
6803,Jalen Washington,Man,Black,Business,,
6804,Jalen Washington,Man,Black,Business,,
6805,Jalen Washington,Man,Black,Business,,
6806,Jalen Washington,Man,Black,Business,,
6807,Jalen Washington,Man,Black,Business,,
6808,Jalen Washington,Man,Black,Business,,
6809,Jalen Washington,Man,Black,Business,,
6810,Jalen Washington,Man,Black,History,,
6811,Jalen Washington,Man,Black,History,,
6812,Jalen Washington,Man,Black,History,,
6813,Jalen Washington,Man,Black,History,,
6814,Jalen Washington,Man,Black,History,,
6815,Jalen Washington,Man,Black,History,,
6816,Jalen Washington,Man,Black,History,,
6817,Jalen Washington,Man,Black,History,,
6818,Jalen Washington,Man,Black,History,,
6819,Jalen Washington,Man,Black,History,,
6820,Jalen Washington,Man,Black,Electrical Engineering,,
6821,Jalen Washington,Man,Black,Electrical Engineering,,
6822,Jalen Washington,Man,Black,Electrical Engineering,,
6823,Jalen Washington,Man,Black,Electrical Engineering,,
6824,Jalen Washington,Man,Black,Electrical Engineering,,
6825,Jalen Washington,Man,Black,Electrical Engineering,,
6826,Jalen Washington,Man,Black,Electrical Engineering,,
6827,Jalen Washington,Man,Black,Electrical Engineering,,
6828,Jalen Washington,Man,Black,Electrical Engineering,,
6829,Jalen Washington,Man,Black,Electrical Engineering,,
6830,Jalen Washington,Man,Black,Biology,,
6831,Jalen Washington,Man,Black,Biology,,
6832,Jalen Washington,Man,Black,Biology,,
6833,Jalen Washington,Man,Black,Biology,,
6834,Jalen Washington,Man,Black,Biology,,
6835,Jalen Washington,Man,Black,Biology,,
6836,Jalen Washington,Man,Black,Biology,,
6837,Jalen Washington,Man,Black,Biology,,
6838,Jalen Washington,Man,Black,Biology,,
6839,Jalen Washington,Man,Black,Biology,,
6840,Jalen Washington,Man,Black,Psychology,,
6841,Jalen Washington,Man,Black,Psychology,,
6842,Jalen Washington,Man,Black,Psychology,,
6843,Jalen Washington,Man,Black,Psychology,,
6844,Jalen Washington,Man,Black,Psychology,,
6845,Jalen Washington,Man,Black,Psychology,,
6846,Jalen Washington,Man,Black,Psychology,,
6847,Jalen Washington,Man,Black,Psychology,,
6848,Jalen Washington,Man,Black,Psychology,,
6849,Jalen Washington,Man,Black,Psychology,,
6850,Jalen Washington,Man,Black,Communication,,
6851,Jalen Washington,Man,Black,Communication,,
6852,Jalen Washington,Man,Black,Communication,,
6853,Jalen Washington,Man,Black,Communication,,
6854,Jalen Washington,Man,Black,Communication,,
6855,Jalen Washington,Man,Black,Communication,,
6856,Jalen Washington,Man,Black,Communication,,
6857,Jalen Washington,Man,Black,Communication,,
6858,Jalen Washington,Man,Black,Communication,,
6859,Jalen Washington,Man,Black,Communication,,
6860,Jalen Washington,Man,Black,Visual Arts,,
6861,Jalen Washington,Man,Black,Visual Arts,,
6862,Jalen Washington,Man,Black,Visual Arts,,
6863,Jalen Washington,Man,Black,Visual Arts,,
6864,Jalen Washington,Man,Black,Visual Arts,,
6865,Jalen Washington,Man,Black,Visual Arts,,
6866,Jalen Washington,Man,Black,Visual Arts,,
6867,Jalen Washington,Man,Black,Visual Arts,,
6868,Jalen Washington,Man,Black,Visual Arts,,
6869,Jalen Washington,Man,Black,Visual Arts,,
6870,Jalen Washington,Man,Black,Computer Science,,
6871,Jalen Washington,Man,Black,Computer Science,,
6872,Jalen Washington,Man,Black,Computer Science,,
6873,Jalen Washington,Man,Black,Computer Science,,
6874,Jalen Washington,Man,Black,Computer Science,,
6875,Jalen Washington,Man,Black,Computer Science,,
6876,Jalen Washington,Man,Black,Computer Science,,
6877,Jalen Washington,Man,Black,Computer Science,,
6878,Jalen Washington,Man,Black,Computer Science,,
6879,Jalen Washington,Man,Black,Computer Science,,
6880,Jalen Washington,Man,Black,Education,,
6881,Jalen Washington,Man,Black,Education,,
6882,Jalen Washington,Man,Black,Education,,
6883,Jalen Washington,Man,Black,Education,,
6884,Jalen Washington,Man,Black,Education,,
6885,Jalen Washington,Man,Black,Education,,
6886,Jalen Washington,Man,Black,Education,,
6887,Jalen Washington,Man,Black,Education,,
6888,Jalen Washington,Man,Black,Education,,
6889,Jalen Washington,Man,Black,Education,,
6890,Jalen Washington,Man,Black,Philosophy,,
6891,Jalen Washington,Man,Black,Philosophy,,
6892,Jalen Washington,Man,Black,Philosophy,,
6893,Jalen Washington,Man,Black,Philosophy,,
6894,Jalen Washington,Man,Black,Philosophy,,
6895,Jalen Washington,Man,Black,Philosophy,,
6896,Jalen Washington,Man,Black,Philosophy,,
6897,Jalen Washington,Man,Black,Philosophy,,
6898,Jalen Washington,Man,Black,Philosophy,,
6899,Jalen Washington,Man,Black,Philosophy,,
6900,Jalen Washington,Man,Black,Literature,,
6901,Jalen Washington,Man,Black,Literature,,
6902,Jalen Washington,Man,Black,Literature,,
6903,Jalen Washington,Man,Black,Literature,,
6904,Jalen Washington,Man,Black,Literature,,
6905,Jalen Washington,Man,Black,Literature,,
6906,Jalen Washington,Man,Black,Literature,,
6907,Jalen Washington,Man,Black,Literature,,
6908,Jalen Washington,Man,Black,Literature,,
6909,Jalen Washington,Man,Black,Literature,,
6910,Jalen Washington,Man,Black,Neuroscience,,
6911,Jalen Washington,Man,Black,Neuroscience,,
6912,Jalen Washington,Man,Black,Neuroscience,,
6913,Jalen Washington,Man,Black,Neuroscience,,
6914,Jalen Washington,Man,Black,Neuroscience,,
6915,Jalen Washington,Man,Black,Neuroscience,,
6916,Jalen Washington,Man,Black,Neuroscience,,
6917,Jalen Washington,Man,Black,Neuroscience,,
6918,Jalen Washington,Man,Black,Neuroscience,,
6919,Jalen Washington,Man,Black,Neuroscience,,
6920,Jalen Washington,Man,Black,Data Science,,
6921,Jalen Washington,Man,Black,Data Science,,
6922,Jalen Washington,Man,Black,Data Science,,
6923,Jalen Washington,Man,Black,Data Science,,
6924,Jalen Washington,Man,Black,Data Science,,
6925,Jalen Washington,Man,Black,Data Science,,
6926,Jalen Washington,Man,Black,Data Science,,
6927,Jalen Washington,Man,Black,Data Science,,
6928,Jalen Washington,Man,Black,Data Science,,
6929,Jalen Washington,Man,Black,Data Science,,
6930,Jalen Washington,Man,Black,Economics,,
6931,Jalen Washington,Man,Black,Economics,,
6932,Jalen Washington,Man,Black,Economics,,
6933,Jalen Washington,Man,Black,Economics,,
6934,Jalen Washington,Man,Black,Economics,,
6935,Jalen Washington,Man,Black,Economics,,
6936,Jalen Washington,Man,Black,Economics,,
6937,Jalen Washington,Man,Black,Economics,,
6938,Jalen Washington,Man,Black,Economics,,
6939,Jalen Washington,Man,Black,Economics,,
6940,Jalen Washington,Man,Black,Gender Studies,,
6941,Jalen Washington,Man,Black,Gender Studies,,
6942,Jalen Washington,Man,Black,Gender Studies,,
6943,Jalen Washington,Man,Black,Gender Studies,,
6944,Jalen Washington,Man,Black,Gender Studies,,
6945,Jalen Washington,Man,Black,Gender Studies,,
6946,Jalen Washington,Man,Black,Gender Studies,,
6947,Jalen Washington,Man,Black,Gender Studies,,
6948,Jalen Washington,Man,Black,Gender Studies,,
6949,Jalen Washington,Man,Black,Gender Studies,,
6950,Jalen Washington,Man,Black,Black Studies,,
6951,Jalen Washington,Man,Black,Black Studies,,
6952,Jalen Washington,Man,Black,Black Studies,,
6953,Jalen Washington,Man,Black,Black Studies,,
6954,Jalen Washington,Man,Black,Black Studies,,
6955,Jalen Washington,Man,Black,Black Studies,,
6956,Jalen Washington,Man,Black,Black Studies,,
6957,Jalen Washington,Man,Black,Black Studies,,
6958,Jalen Washington,Man,Black,Black Studies,,
6959,Jalen Washington,Man,Black,Black Studies,,
6960,Jalen Washington,Man,Black,None-Control,,
6961,Jalen Washington,Man,Black,None-Control,,
6962,Jalen Washington,Man,Black,None-Control,,
6963,Jalen Washington,Man,Black,None-Control,,
6964,Jalen Washington,Man,Black,None-Control,,
6965,Jalen Washington,Man,Black,None-Control,,
6966,Jalen Washington,Man,Black,None-Control,,
6967,Jalen Washington,Man,Black,None-Control,,
6968,Jalen Washington,Man,Black,None-Control,,
6969,Jalen Washington,Man,Black,None-Control,,
6970,Jalen Jefferson,Man,Black,Business,,
6971,Jalen Jefferson,Man,Black,Business,,
6972,Jalen Jefferson,Man,Black,Business,,
6973,Jalen Jefferson,Man,Black,Business,,
6974,Jalen Jefferson,Man,Black,Business,,
6975,Jalen Jefferson,Man,Black,Business,,
6976,Jalen Jefferson,Man,Black,Business,,
6977,Jalen Jefferson,Man,Black,Business,,
6978,Jalen Jefferson,Man,Black,Business,,
6979,Jalen Jefferson,Man,Black,Business,,
6980,Jalen Jefferson,Man,Black,History,,
6981,Jalen Jefferson,Man,Black,History,,
6982,Jalen Jefferson,Man,Black,History,,
6983,Jalen Jefferson,Man,Black,History,,
6984,Jalen Jefferson,Man,Black,History,,
6985,Jalen Jefferson,Man,Black,History,,
6986,Jalen Jefferson,Man,Black,History,,
6987,Jalen Jefferson,Man,Black,History,,
6988,Jalen Jefferson,Man,Black,History,,
6989,Jalen Jefferson,Man,Black,History,,
6990,Jalen Jefferson,Man,Black,Electrical Engineering,,
6991,Jalen Jefferson,Man,Black,Electrical Engineering,,
6992,Jalen Jefferson,Man,Black,Electrical Engineering,,
6993,Jalen Jefferson,Man,Black,Electrical Engineering,,
6994,Jalen Jefferson,Man,Black,Electrical Engineering,,
6995,Jalen Jefferson,Man,Black,Electrical Engineering,,
6996,Jalen Jefferson,Man,Black,Electrical Engineering,,
6997,Jalen Jefferson,Man,Black,Electrical Engineering,,
6998,Jalen Jefferson,Man,Black,Electrical Engineering,,
6999,Jalen Jefferson,Man,Black,Electrical Engineering,,
7000,Jalen Jefferson,Man,Black,Biology,,
7001,Jalen Jefferson,Man,Black,Biology,,
7002,Jalen Jefferson,Man,Black,Biology,,
7003,Jalen Jefferson,Man,Black,Biology,,
7004,Jalen Jefferson,Man,Black,Biology,,
7005,Jalen Jefferson,Man,Black,Biology,,
7006,Jalen Jefferson,Man,Black,Biology,,
7007,Jalen Jefferson,Man,Black,Biology,,
7008,Jalen Jefferson,Man,Black,Biology,,
7009,Jalen Jefferson,Man,Black,Biology,,
7010,Jalen Jefferson,Man,Black,Psychology,,
7011,Jalen Jefferson,Man,Black,Psychology,,
7012,Jalen Jefferson,Man,Black,Psychology,,
7013,Jalen Jefferson,Man,Black,Psychology,,
7014,Jalen Jefferson,Man,Black,Psychology,,
7015,Jalen Jefferson,Man,Black,Psychology,,
7016,Jalen Jefferson,Man,Black,Psychology,,
7017,Jalen Jefferson,Man,Black,Psychology,,
7018,Jalen Jefferson,Man,Black,Psychology,,
7019,Jalen Jefferson,Man,Black,Psychology,,
7020,Jalen Jefferson,Man,Black,Communication,,
7021,Jalen Jefferson,Man,Black,Communication,,
7022,Jalen Jefferson,Man,Black,Communication,,
7023,Jalen Jefferson,Man,Black,Communication,,
7024,Jalen Jefferson,Man,Black,Communication,,
7025,Jalen Jefferson,Man,Black,Communication,,
7026,Jalen Jefferson,Man,Black,Communication,,
7027,Jalen Jefferson,Man,Black,Communication,,
7028,Jalen Jefferson,Man,Black,Communication,,
7029,Jalen Jefferson,Man,Black,Communication,,
7030,Jalen Jefferson,Man,Black,Visual Arts,,
7031,Jalen Jefferson,Man,Black,Visual Arts,,
7032,Jalen Jefferson,Man,Black,Visual Arts,,
7033,Jalen Jefferson,Man,Black,Visual Arts,,
7034,Jalen Jefferson,Man,Black,Visual Arts,,
7035,Jalen Jefferson,Man,Black,Visual Arts,,
7036,Jalen Jefferson,Man,Black,Visual Arts,,
7037,Jalen Jefferson,Man,Black,Visual Arts,,
7038,Jalen Jefferson,Man,Black,Visual Arts,,
7039,Jalen Jefferson,Man,Black,Visual Arts,,
7040,Jalen Jefferson,Man,Black,Computer Science,,
7041,Jalen Jefferson,Man,Black,Computer Science,,
7042,Jalen Jefferson,Man,Black,Computer Science,,
7043,Jalen Jefferson,Man,Black,Computer Science,,
7044,Jalen Jefferson,Man,Black,Computer Science,,
7045,Jalen Jefferson,Man,Black,Computer Science,,
7046,Jalen Jefferson,Man,Black,Computer Science,,
7047,Jalen Jefferson,Man,Black,Computer Science,,
7048,Jalen Jefferson,Man,Black,Computer Science,,
7049,Jalen Jefferson,Man,Black,Computer Science,,
7050,Jalen Jefferson,Man,Black,Education,,
7051,Jalen Jefferson,Man,Black,Education,,
7052,Jalen Jefferson,Man,Black,Education,,
7053,Jalen Jefferson,Man,Black,Education,,
7054,Jalen Jefferson,Man,Black,Education,,
7055,Jalen Jefferson,Man,Black,Education,,
7056,Jalen Jefferson,Man,Black,Education,,
7057,Jalen Jefferson,Man,Black,Education,,
7058,Jalen Jefferson,Man,Black,Education,,
7059,Jalen Jefferson,Man,Black,Education,,
7060,Jalen Jefferson,Man,Black,Philosophy,,
7061,Jalen Jefferson,Man,Black,Philosophy,,
7062,Jalen Jefferson,Man,Black,Philosophy,,
7063,Jalen Jefferson,Man,Black,Philosophy,,
7064,Jalen Jefferson,Man,Black,Philosophy,,
7065,Jalen Jefferson,Man,Black,Philosophy,,
7066,Jalen Jefferson,Man,Black,Philosophy,,
7067,Jalen Jefferson,Man,Black,Philosophy,,
7068,Jalen Jefferson,Man,Black,Philosophy,,
7069,Jalen Jefferson,Man,Black,Philosophy,,
7070,Jalen Jefferson,Man,Black,Literature,,
7071,Jalen Jefferson,Man,Black,Literature,,
7072,Jalen Jefferson,Man,Black,Literature,,
7073,Jalen Jefferson,Man,Black,Literature,,
7074,Jalen Jefferson,Man,Black,Literature,,
7075,Jalen Jefferson,Man,Black,Literature,,
7076,Jalen Jefferson,Man,Black,Literature,,
7077,Jalen Jefferson,Man,Black,Literature,,
7078,Jalen Jefferson,Man,Black,Literature,,
7079,Jalen Jefferson,Man,Black,Literature,,
7080,Jalen Jefferson,Man,Black,Neuroscience,,
7081,Jalen Jefferson,Man,Black,Neuroscience,,
7082,Jalen Jefferson,Man,Black,Neuroscience,,
7083,Jalen Jefferson,Man,Black,Neuroscience,,
7084,Jalen Jefferson,Man,Black,Neuroscience,,
7085,Jalen Jefferson,Man,Black,Neuroscience,,
7086,Jalen Jefferson,Man,Black,Neuroscience,,
7087,Jalen Jefferson,Man,Black,Neuroscience,,
7088,Jalen Jefferson,Man,Black,Neuroscience,,
7089,Jalen Jefferson,Man,Black,Neuroscience,,
7090,Jalen Jefferson,Man,Black,Data Science,,
7091,Jalen Jefferson,Man,Black,Data Science,,
7092,Jalen Jefferson,Man,Black,Data Science,,
7093,Jalen Jefferson,Man,Black,Data Science,,
7094,Jalen Jefferson,Man,Black,Data Science,,
7095,Jalen Jefferson,Man,Black,Data Science,,
7096,Jalen Jefferson,Man,Black,Data Science,,
7097,Jalen Jefferson,Man,Black,Data Science,,
7098,Jalen Jefferson,Man,Black,Data Science,,
7099,Jalen Jefferson,Man,Black,Data Science,,
7100,Jalen Jefferson,Man,Black,Economics,,
7101,Jalen Jefferson,Man,Black,Economics,,
7102,Jalen Jefferson,Man,Black,Economics,,
7103,Jalen Jefferson,Man,Black,Economics,,
7104,Jalen Jefferson,Man,Black,Economics,,
7105,Jalen Jefferson,Man,Black,Economics,,
7106,Jalen Jefferson,Man,Black,Economics,,
7107,Jalen Jefferson,Man,Black,Economics,,
7108,Jalen Jefferson,Man,Black,Economics,,
7109,Jalen Jefferson,Man,Black,Economics,,
7110,Jalen Jefferson,Man,Black,Gender Studies,,
7111,Jalen Jefferson,Man,Black,Gender Studies,,
7112,Jalen Jefferson,Man,Black,Gender Studies,,
7113,Jalen Jefferson,Man,Black,Gender Studies,,
7114,Jalen Jefferson,Man,Black,Gender Studies,,
7115,Jalen Jefferson,Man,Black,Gender Studies,,
7116,Jalen Jefferson,Man,Black,Gender Studies,,
7117,Jalen Jefferson,Man,Black,Gender Studies,,
7118,Jalen Jefferson,Man,Black,Gender Studies,,
7119,Jalen Jefferson,Man,Black,Gender Studies,,
7120,Jalen Jefferson,Man,Black,Black Studies,,
7121,Jalen Jefferson,Man,Black,Black Studies,,
